name,number,N,class_,class_sf,class_A,class_B,class_C,class_D,class_E,class_K,class_L,class_M,class_O,class_P,class_Q,class_R,class_S,class_V,class_X,class_Z,e,h,k
2009 QF31,419022,1,S,S,0.0,0.0,1.7E-4,0.0,0.0,4.2E-5,0.006453,5.81E-4,0.0,0.0,0.001304,0.0,0.990143,6.3E-5,0.001244,0.0,,,
2011 KD11,420262,1,L,L,1.42E-4,0.0,3.0E-6,0.0,0.0,0.0,0.522169,0.0,0.0,0.0,1.0E-6,0.0,0.477595,8.6E-5,4.0E-6,0.0,,,
2011 XZ1,420302,1,S,S,0.0,0.0,0.0,0.0,0.0,0.0,0.026077,0.0,0.0,0.0,0.0,0.0,0.973911,1.1E-5,0.0,0.0,,,
2012 TS,420738,1,S,S,0.16878,0.0,0.0,3.6E-5,0.0,2.0E-6,0.0,0.026704,0.0,3.53E-4,0.0,0.0,0.804051,2.0E-6,0.0,7.1E-5,,,
2000 AC6,422686,1,S,S,0.0,0.0,4.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079355,0.0,0.920641,0.0,0.0,0.0,,,
2000 PD3,422699,1,S,S,0.0,0.0,1.4E-4,0.0,0.0,0.0,4.0E-6,0.0,0.0,0.0,0.009797,8.0E-6,0.990047,4.0E-6,0.0,0.0,,,
2006 CX,423747,1,S,S,0.0,0.0,3.1E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006283,1.95E-4,0.993228,2.58E-4,6.0E-6,0.0,,,
2010 EV45,425450,1,Q,Q,0.0,3.2E-5,0.012081,0.0,0.0,4.0E-6,0.0,0.0,0.0,0.0,0.534144,0.0,0.452033,0.001707,0.0,0.0,,,
2011 EU29,429584,2,S,S,5.0E-6,0.04392,0.005657,0.0,0.0,6.0E-6,0.00232,7.0E-5,0.0,0.0,0.047114,0.0,0.897868,7.9E-5,0.00296,0.0,,,
2000 LF6,430439,1,S,S,0.0,2.0E-6,7.05E-4,0.0,0.0,0.279701,3.0E-6,0.010236,0.0,1.24E-4,0.002919,0.0,0.594668,8.0E-6,0.111634,0.0,,,
2002 GM2,430544,1,S,S,0.0,0.0,0.001194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057785,2.6E-5,0.940946,5.0E-5,0.0,0.0,,,
2005 AD13,430804,1,B,B,0.0,0.693446,0.193206,0.0,0.0,0.024578,0.039241,0.046949,0.0,0.0,1.5E-5,0.0,0.002563,0.0,2.0E-6,0.0,,,
2010 XL69,432655,1,S,S,0.018272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.979266,0.00246,0.0,0.0,,,
1997 XR2,433953,2,M,M,0.0,0.0,0.00157,0.0,0.0,0.019793,0.0,0.625182,0.0,0.016345,0.001113,0.0,0.335495,5.01E-4,0.0,0.0,,,
2000 HD74,433992,2,Mk,M,1.0E-6,1.0E-6,0.001108,0.0,0.0,8.08E-4,0.0,0.761769,0.0,0.012407,8.0E-6,0.0,0.223889,8.0E-6,0.0,2.0E-6,0,,1
2011 UW158,436724,1,C,C,0.0,0.267419,0.644566,0.0,0.0,0.007846,8.0E-6,0.064331,0.0,2.24E-4,2.0E-6,0.0,0.015605,0.0,0.0,0.0,,0,
2012 LC1,436775,1,S,S,0.0,0.0,4.5E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134857,7.0E-5,0.865027,0.0,0.0,0.0,,,
2013 OS3,437316,1,M,M,0.0,7.8E-5,0.210714,0.0,0.0,0.013898,7.7E-5,0.689307,0.0,0.0,0.0,0.0,0.005542,0.0,0.080385,0.0,,,0
1999 MN,437844,1,S,S,0.0,0.0,1.0E-6,0.0,0.0,2.0E-6,0.0,0.0,0.0,0.0,0.04611,0.002579,0.951308,0.0,0.0,0.0,,,
2003 RW7,437975,1,S,S,0.0,0.0,1.49E-4,0.0,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.004775,0.0,0.995074,2.0E-6,0.0,0.0,,,
2004 RW123,438071,1,S,S,1.9E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999981,1.0E-6,0.0,0.0,,,
2006 WN1,438429,2,K,K,0.0,0.022954,0.33656,0.0,0.0,0.591791,3.0E-6,0.035951,0.0,0.0,0.0,0.0,0.001148,0.0,0.011593,0.0,,,
2009 WF104,438902,2,P,P,0.0,0.003085,0.375754,0.0,0.0,0.0,0.0,3.0E-6,0.0,0.619918,0.0,0.0,0.00124,0.0,0.0,0.0,,,
2010 LN14,438955,1,Q,Q,0.0,0.0,4.6E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999182,0.0,3.57E-4,0.0,0.0,0.0,,,
2002 OZ16,440022,1,X,X,1.0E-6,3.69E-4,2.83E-4,2.9E-5,0.0,2.0E-6,0.0,6.5E-5,0.0,0.00463,0.0,0.0,4.9E-5,0.0,0.994572,0.0,,,
2004 OB,440212,1,C,C,0.0,0.00194,0.900642,0.0,0.0,0.0,0.0,0.0,0.0,0.052954,0.0,0.0,0.03726,0.0,0.007204,0.0,,0,
2010 NY65,441987,1,S,S,3.0E-6,0.0,0.0,0.0,0.0,4.0E-6,5.85E-4,8.0E-5,0.0,2.4E-5,0.0,0.0,0.999304,0.0,0.0,0.0,,,
2010 PR66,442037,1,S,S,0.0,4.21E-4,0.084555,0.0,0.0,0.096011,0.0,0.114477,0.0,0.26591,1.8E-5,0.0,0.438608,0.0,0.0,0.0,,,
2011 MD11,442243,1,B,B,0.0,0.92238,0.07727,0.0,0.0,2.97E-4,2.0E-5,3.0E-6,0.0,0.0,2.9E-5,0.0,0.0,0.0,0.0,0.0,,,
2013 WT67,443103,1,K,K,0.0,9.0E-5,2.22E-4,0.0,0.0,0.852513,0.14605,3.92E-4,0.0,0.0,0.0,0.0,7.32E-4,0.0,0.0,0.0,0,,0
2001 XT4,443892,2,X,X,4.0E-6,0.002304,0.482103,1.0E-6,0.0,1.89E-4,0.0,4.57E-4,0.0,2.69E-4,0.001772,0.0,1.18E-4,0.0,0.512784,0.0,,,
2006 UK,444584,1,S,S,0.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1E-4,0.0,0.99794,0.0,0.0,0.0,,,
2009 SD229,445267,1,C,C,0.0,1.12E-4,0.547208,0.0,0.0,0.379234,0.0,7.21E-4,0.0,0.0,1.7E-5,0.0,0.012179,0.0,0.060527,0.0,,,
1998 SJ70,446791,1,Q,Q,0.0,0.0,5.95E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999394,0.0,0.0,1.0E-5,0.0,0.0,,,
2002 VV17,446924,1,A,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005 UO5,447221,1,S,S,0.0,0.0,3.42E-4,0.0,0.0,0.0,0.0,5.0E-6,0.0,0.0,0.406537,1.0E-6,0.593096,1.9E-5,0.0,0.0,,,
2011 BN24,448721,1,Ch,Ch,0.0,0.002573,0.143587,0.0,0.0,2.24E-4,0.0,1.9E-5,0.0,0.801877,0.0,0.0,0.01517,0.0,0.036549,0.0,,1,
2000 RM12,450160,2,S,S,0.0,0.0,0.385851,0.0,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.088666,0.0,0.525312,1.71E-4,0.0,0.0,,,
2003 WD158,450263,1,S,S,0.0,0.0,5.78E-4,0.0,1.0E-6,0.027927,0.0,2.6E-5,0.0,0.0,0.477015,0.0,0.494443,1.1E-5,0.0,0.0,,,
2006 UC63,450648,1,S,S,4.51E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01221,0.022984,0.964355,0.0,0.0,0.0,,,
2008 BT18,450894,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
2009 SQ104,451157,1,S,S,0.0,0.0,2.91E-4,0.0,0.0,4.43E-4,0.0,1.0E-6,0.0,0.0,0.007283,0.00167,0.990269,3.9E-5,3.0E-6,0.0,,,
1995 YR1,452302,1,P,P,0.0,7.2E-5,0.006004,0.001635,0.0,0.0,0.0,1.0E-6,0.0,0.992271,0.0,0.0,1.5E-5,2.0E-6,0.0,0.0,0,0,
2002 NW16,452389,2,S,S,6.0E-6,0.0,2.0E-6,0.0,0.0,2.0E-6,0.0,0.0,0.0,0.0,0.001225,4.3E-5,0.998722,1.0E-6,0.0,0.0,,,
2011 JK,453778,1,S,S,3.0E-6,0.0,2.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38E-4,0.070149,0.929603,5.0E-6,0.0,0.0,,,
2013 GJ35,454177,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
1994 UG,455148,1,S,S,1.0E-6,0.0,5.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2E-5,6.35E-4,0.999347,0.0,0.0,0.0,,,
2002 NX18,455322,2,C,C,0.0,2.06E-4,0.644825,0.0,0.0,0.0,0.0,1.64E-4,0.0,0.353509,0.0,0.0,0.001296,0.0,0.0,0.0,,0,
2003 GA,455415,1,S,S,1.57E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999843,0.0,0.0,0.0,,,
2004 MQ1,455554,1,M,M,0.0,0.001641,0.299565,0.0,0.0,0.04874,3.0E-6,0.632682,0.0,0.005605,4.0E-6,0.0,0.01176,0.0,0.0,0.0,0,,
2005 BO1,455659,1,Q,Q,0.0,0.0,0.001968,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.750537,1.0E-6,0.241197,0.006296,0.0,0.0,,,
2008 RY24,457260,1,S,S,1.0E-6,0.0,2.1E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217878,0.035493,0.746601,5.0E-6,0.0,0.0,,,
2009 DN1,457663,1,L,L,0.0,2.0E-6,0.38907,0.0,0.0,0.063645,0.503578,0.016554,0.0,0.0,2.7E-4,0.0,0.026872,1.0E-6,9.0E-6,0.0,,,
2009 KN4,457768,1,S,S,1.0E-6,0.0,1.4E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47E-4,0.373729,0.625586,2.3E-5,0.0,0.0,,,
2010 GE25,458135,1,S,S,6.9E-5,0.0,3.5E-5,0.0,0.0,1.67E-4,1.0E-6,3.35E-4,0.0,3.0E-6,3.0E-6,0.0,0.999222,1.65E-4,0.0,0.0,,,
2010 RT11,458198,1,S,S,2.1E-5,0.0,1.0E-6,0.0,0.0,3.4E-5,0.0,0.0,0.0,0.0,0.005167,0.018434,0.976344,0.0,0.0,0.0,,,
2014 EK24,459872,2,S,S,1.6E-5,0.0,6.0E-6,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,4.8E-5,8.61E-4,0.999054,1.3E-5,2.0E-6,0.0,,,
2003 FT3,461501,1,Q,Q,0.0,0.0,0.01802,0.0,0.0,0.0,0.0,0.0,7.57E-4,0.0,0.954845,0.0,0.026378,0.0,0.0,0.0,,,
2008 CN1,462238,1,Q,Q,0.0,0.0,2.46E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958985,0.0,0.040755,1.4E-5,0.0,0.0,,,
2009 DD1,462559,1,Me,M,0.0,5.0E-6,7.7E-5,0.0,0.0,1.36E-4,0.293881,0.631305,0.0,0.0,7.5E-5,0.0,0.03032,1.0E-6,0.044201,0.0,1,,
2011 DU,462959,1,S,S,2.8E-5,0.0,0.0,0.0,0.0,5.0E-6,0.0,0.0,0.0,0.0,0.0,4.0E-6,0.999959,0.0,2.0E-6,0.0,,,
2013 BY45,463380,1,S,S,4.0E-5,0.0,1.4E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031565,0.342963,0.625276,1.42E-4,0.0,0.0,,,
2004 FZ1,464797,1,S,S,0.0,0.0,0.03935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305272,0.0,0.655377,1.0E-6,0.0,0.0,,,
2004 JX20,464798,1,C,C,0.0,0.128126,0.871345,0.0,0.0,5.2E-4,0.0,0.0,0.0,0.0,8.0E-6,0.0,0.0,0.0,0.0,0.0,,,
2014 FK33,466507,1,S,S,1.0E-6,0.0,4.9E-5,0.0,0.0,6.0E-6,0.0,0.0,0.0,0.0,0.016653,0.009451,0.973824,1.8E-5,0.0,0.0,,,
2003 KZ18,467352,1,D,D,3.7E-5,0.0,0.0,0.581847,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.039031,0.0,0.379084,0.0,,,
2012 XD112,468005,1,S,S,0.0,0.0,1.13E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049615,0.005691,0.944572,9.0E-6,0.0,0.0,,,
2007 LS,468583,2,S,S,1.9E-5,0.0,4.17E-4,0.0,1.0E-6,7.4E-5,0.033423,9.4E-5,0.0,0.0,0.273205,0.0,0.692766,0.0,0.0,0.0,,,
2009 MZ6,468681,1,S,S,0.0,0.0,3.1E-4,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.0,0.169587,2.8E-5,0.830073,1.0E-6,0.0,0.0,,,
2010 VM1,468741,1,Q,Q,0.0,0.0,9.5E-4,0.0,0.0,0.0,0.0,0.0,7.6E-5,0.0,0.970506,0.0,0.028402,6.6E-5,0.0,0.0,,,
2003 QR79,469513,1,C,C,0.0,0.133621,0.866367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2E-5,0.0,0.0,0.0,0.0,0.0,,0,
2005 NW44,469737,1,Q,Q,0.0,0.0,9.25E-4,0.0,0.0,3.5E-4,0.0,1.1E-5,0.0,0.0,0.98175,0.0,0.016964,0.0,0.0,0.0,,,
2008 YV148,470864,1,S,S,1.0E-6,0.0,1.07E-4,0.0,0.0,2.2E-5,0.0,0.0,0.0,0.0,0.003373,0.00629,0.99014,6.8E-5,0.0,0.0,,,
2009 SC15,470975,1,S,S,1.79E-4,0.0,2.54E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107565,0.001034,0.890566,4.02E-4,0.0,0.0,,,
2011 BT15,471240,2,S,S,2.0E-6,0.0,1.8E-5,0.0,0.013341,1.0E-6,0.0,1.51E-4,0.0,0.0,0.0353,0.003444,0.947433,3.1E-4,0.0,0.0,,,
1999 SO5,474163,1,S,S,2.3E-4,0.0,2.1E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08256,5.0E-6,0.901232,0.015953,0.0,0.0,,,
1999 VS6,474179,1,S,S,2.4E-5,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.0,0.0,0.0,0.00109,0.001454,0.997431,0.0,0.0,0.0,,,
2003 QJ5,474443,1,S,S,0.0,0.0,0.019466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012102,0.0,0.968379,5.2E-5,0.0,0.0,,,
2006 VY13,475665,4,C,C,0.0,0.067407,0.665176,0.0,0.0,0.006909,0.0,4.5E-4,0.0,0.237086,1.0E-6,0.0,0.005709,0.0,0.017263,0.0,,,
2011 JT9,477885,1,S,S,1.6E-5,0.0,0.0,0.0,0.0,2.0E-6,0.0,2.4E-5,0.0,0.0,0.0,0.0,0.999956,1.0E-6,0.0,0.0,,,
1998 YW5,480823,1,S,S,1.1E-5,0.0,2.4E-4,0.0,0.00664,0.0,0.00664,0.0,0.0,0.0,3.3E-4,1.2E-5,0.877201,0.108925,0.0,0.0,,,
2001 NZ1,480856,1,S,S,0.0,0.0,9.0E-6,0.0,0.0,0.0,0.329921,0.0,0.0,0.0,4.0E-6,3.0E-6,0.67004,2.2E-5,0.0,0.0,,,
2002 XP37,480922,1,Q,Q,0.0,0.0,8.06E-4,0.0,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.859191,0.0,0.139892,1.09E-4,0.0,0.0,,,
2006 SF6,481394,1,S,S,1.7E-4,0.0,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.0,0.0,1.9E-5,6.0E-6,0.999805,0.0,0.0,0.0,,,
2012 WK4,482566,1,R,R,1.96E-4,0.0,1.8E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004616,0.811929,0.003201,0.18004,0.0,0.0,,,
2002 LS32,483471,1,S,S,0.0,0.0,3.32E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068991,0.103115,0.827557,5.0E-6,0.0,0.0,,,
2009 DE47,484795,1,Q,Q,0.0,0.0,1.6E-5,0.0,1.0E-6,1.0E-6,0.0,0.0,0.0,0.0,0.999556,0.0,4.25E-4,1.0E-6,0.0,0.0,,,
2003 OV,488645,1,S,S,4.0E-6,1.0E-6,5.01E-4,0.0,0.0,0.0,0.0,7.0E-6,3.35E-4,0.0,0.142928,0.009987,0.846235,3.0E-6,0.0,0.0,,,
2003 WW87,488693,1,X,X,3.1E-5,0.0,1.0E-6,0.025649,0.0,0.0,0.011112,8.64E-4,0.0,0.0,0.0,0.0,0.018755,3.0E-6,0.943584,0.0,,0,
2007 GS3,489486,1,C,C,0.0,0.002965,0.855238,0.0,0.0,0.088337,0.0,0.012578,0.0,0.01748,0.0,0.0,0.023402,0.0,0.0,0.0,,,
2013 OE,492143,1,Mk,M,0.0,0.0,1.0E-6,0.0,0.0,0.001623,0.0,0.739798,0.0,0.258487,0.0,0.0,9.0E-5,0.0,0.0,0.0,,,1
2015 PQ291,495615,1,S,S,0.0,0.0,0.0,0.0,1.6E-5,1.6E-5,0.0,0.0,0.0,0.0,0.013877,8.94E-4,0.985194,1.0E-6,0.0,0.0,,,
2007 XJ16,496005,1,S,S,3.8E-5,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.0,0.0,0.0,1.8E-5,7.0E-6,0.999934,0.0,0.0,0.0,,,
1989 UP,496816,1,Q,Q,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532552,4.0E-6,0.467442,0.0,0.0,0.0,,,
1989 VB,496817,1,S,S,0.005334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003841,1.0E-6,0.990804,2.1E-5,0.0,0.0,,,
1993 RA,496818,1,Q,Q,9.6E-5,0.014831,0.321861,1.0E-6,0.0,0.0,0.0,0.018236,0.0,1.03E-4,0.644801,0.0,7.0E-5,1.0E-6,0.0,0.0,,,
2007 RM133,498066,1,S,S,6.5E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6E-5,6.29E-4,0.999241,0.0,0.0,0.0,,,
2012 CO46,500136,1,C,C,0.0,0.007299,0.903956,0.0,0.0,0.013955,0.0,3.96E-4,0.0,0.030356,0.0,0.0,0.029875,0.0,0.014163,0.0,,0,
2014 SR339,505657,2,B,B,0.0,0.966796,0.033095,0.0,0.0,3.1E-5,1.0E-6,6.4E-5,0.0,0.0,1.2E-5,0.0,0.0,0.0,0.0,0.0,,,
2002 AL14,506459,1,S,S,0.001146,0.0,0.0,0.0,0.0,1.02E-4,0.0,5.9E-5,0.0,0.0,0.0,0.0,0.998687,6.0E-6,0.0,0.0,,,
2016 AU8,512245,1,S,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104107,0.020503,0.875389,0.0,0.0,0.0,,,
2015 JA2,515767,1,S,S,0.0,0.0,2.3E-5,0.0,0.0,1.1E-4,0.0,0.0,0.0,0.0,0.095436,2.41E-4,0.904189,0.0,0.0,0.0,,,
2003 FS2,516420,1,S,S,1.9E-4,0.0,0.043879,1.3E-4,0.0,0.0,0.0,0.030393,0.0,5.41E-4,0.014191,0.0,0.910588,8.8E-5,0.0,0.0,,,
2009 JL1,518735,1,L,L,0.0,3.2E-5,1.93E-4,0.0,0.0,0.001913,0.954647,1.68E-4,0.0,0.0,1.0E-6,0.0,0.013896,0.0,0.029149,0.0,,,
2010 CF19,518810,1,S,S,0.0,0.0,0.0,0.0,1.84E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999816,0.0,0.0,0.0,,,
1999 LK1,523586,1,S,S,2.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1E-5,0.999985,1.0E-6,0.0,0.0,,,
2009 SX1,523631,2,M,M,1.0E-5,1.87E-4,1.0E-6,0.0,0.0,0.098566,7.05E-4,0.803042,0.0,0.009042,0.0,0.0,0.088448,0.0,0.0,0.0,,,
2012 RS16,523666,1,O,O,6.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634354,0.0,1.07E-4,0.0,0.0,0.365533,0.0,0.0,,,
2012 TM139,523667,1,B,B,0.0,0.787649,0.212213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3E-4,0.0,1.0E-6,0.0,7.0E-6,0.0,,0,
2014 GF50,523694,1,Q,Q,0.0,0.0,3.25E-4,0.0,0.0,0.0,0.0,0.0,0.007934,0.0,0.961945,0.0,0.026663,0.003133,0.0,0.0,,,
2014 YB35,523775,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3E-5,0.0,0.999937,0.0,0.0,,,
2015 FP118,523788,1,Q,Q,0.0,0.0,2.12E-4,0.0,0.0,0.0,0.0,0.0,4.38E-4,0.0,0.856312,0.0,0.143036,0.0,0.0,0.0,,,
2008 TQ2,523811,1,C,C,0.0,0.002143,0.871927,0.0,0.0,0.100653,1.0E-6,0.024589,0.0,0.0,0.0,0.0,3.44E-4,0.0,3.43E-4,0.0,,,
2009 TK,523817,1,S,S,0.016032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86E-4,3.4E-5,0.983392,1.56E-4,0.0,0.0,,,
2002 UN,524516,1,C,C,0.0,0.015455,0.984543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.0,0.0,1.0E-6,0.0,,0,
2005 FC3,525477,1,Q,Q,0.0,0.0,2.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912316,2.0E-6,0.08768,0.0,0.0,0.0,,,
2008 WX32,528650,1,C,C,0.0,0.001518,0.88707,0.0,0.0,0.001624,0.0,0.0,0.0,0.077084,0.0,0.0,0.029037,0.0,0.003667,0.0,,,
2011 OL5,530531,1,K,K,0.0,1.23E-4,0.00147,0.0,0.0,0.575768,0.0,0.391713,0.0,0.002575,0.001151,0.0,0.027199,0.0,0.0,0.0,,,
2012 DJ61,531060,1,S,S,6.0E-6,0.0,6.0E-6,0.0,0.0,0.0,0.030426,0.0,0.0,0.0,0.002698,2.4E-5,0.966832,8.0E-6,0.0,0.0,,,
2015 BY310,535844,1,S,S,1.0E-6,0.0,4.3E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038501,0.017673,0.94378,2.0E-6,0.0,0.0,,,
2013 YE38,543319,1,Xe,X,2.0E-6,0.0,2.5E-4,4.2E-5,0.0,0.004215,0.001852,0.041135,0.0,0.001259,0.0,0.0,0.008485,1.0E-6,0.942759,0.0,1,0,
2012 NP,554126,1,S,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003093,0.0,0.996887,2.0E-5,0.0,0.0,,,
2015 AS45,558307,1,M,M,0.0,9.02E-4,0.029122,0.0,0.0,0.265873,0.261566,0.436777,0.0,0.0,0.0,0.0,0.003491,0.0,0.002268,0.0,,,
1998 GL10,,1,X,X,0.0,3.0E-5,6.02E-4,2.0E-5,0.0,6.0E-6,0.0,0.0,0.0,0.024737,0.0,0.0,9.5E-5,0.0,0.97451,0.0,0,0,
1999 RM45,,1,S,S,2.0E-6,0.0,4.5E-5,0.0,0.0,0.022536,0.0,3.0E-6,0.0,0.0,0.032834,8.15E-4,0.943736,1.0E-6,2.7E-5,0.0,,,
1999 SH10,,1,A,A,0.605233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0E-5,0.010201,0.375307,0.009189,0.0,0.0,,,
2001 EC,,1,Q,Q,0.0,0.0,5.92E-4,0.0,0.0,0.0,0.0,0.0,7.7E-5,0.0,0.933343,0.0,0.065987,0.0,0.0,0.0,,,
2002 AV,,1,S,S,0.0,0.0,5.17E-4,0.0,0.0,3.32E-4,0.0,9.38E-4,0.0,0.0,3.8E-5,0.0,0.998164,0.0,1.1E-5,0.0,,,
2002 GZ8,,1,L,L,0.0,7.5E-5,1.83E-4,0.0,0.0,0.10533,0.644686,0.065888,0.0,2.0E-6,0.0,0.0,0.01306,0.0,0.170775,0.0,,,
2002 QZ6,,1,M,M,0.011052,5.4E-5,0.00341,0.075174,0.0,0.0,0.0,0.451431,0.0,0.354542,9.5E-5,0.0,0.104236,5.0E-6,0.0,0.0,,,
2002 RB,,1,P,P,0.0,5.31E-4,0.248136,2.81E-4,0.0,0.0,0.0,0.0,0.0,0.372557,1.0E-6,0.0,0.020671,0.0,0.357824,0.0,0,0,
2002 TP69,,1,S,S,0.0,0.0,1.2E-5,0.0,0.0,1.8E-5,0.0,2.0E-6,0.0,0.0,2.42E-4,1.27E-4,0.999599,0.0,0.0,0.0,,,
2002 TS67,,1,X,X,0.0,0.0,0.0,3.3E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035591,0.0,0.96434,3.6E-5,,,0
2003 AF23,,1,C,C,0.0,0.377219,0.511932,3.0E-6,0.0,0.0,0.0,2.0E-6,0.0,0.108857,0.0,0.0,0.001988,0.0,0.0,0.0,,,
2003 FU3,,1,C,C,0.0,0.002968,0.644348,0.0,0.0,0.03617,0.0,2.0E-5,0.0,9.1E-5,0.00452,0.0,0.166734,2.0E-6,0.145147,0.0,,0,
2003 GJ21,,1,S,S,4.0E-6,0.0,0.007832,1.0E-6,0.0,0.0,0.0,0.001152,0.0,1.7E-5,0.002284,0.0,0.987777,4.0E-6,9.3E-4,0.0,,,
2004 LU3,,1,S,S,0.0,0.0,4.33E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05236,0.0,0.94706,1.47E-4,0.0,0.0,,,
2004 RQ10,,1,S,S,1.44E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3E-5,7.97E-4,0.998956,3.0E-5,0.0,0.0,,,
2004 RS109,,1,S,S,0.0,0.0,4.84E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052707,0.0,0.946807,1.0E-6,0.0,0.0,,,
2004 VJ1,,1,Ch,Ch,0.0,0.002025,0.436668,0.0,0.0,0.003658,0.0,5.36E-4,0.0,0.490579,1.0E-6,0.0,0.058641,0.0,0.007891,0.0,,1,
2004 XP14,,1,Mk,M,0.0,1.07E-4,0.100222,0.0,0.0,0.24424,0.114789,0.538569,0.0,0.0,0.0,0.0,0.001934,0.0,1.39E-4,0.0,,,1
2005 EQ95,,1,S,S,0.0,0.0,3.01E-4,0.0,0.0,6.0E-6,0.0,0.0,2.7E-5,0.0,0.064868,8.31E-4,0.933954,1.3E-5,0.0,0.0,,,
2005 ML13,,1,S,S,0.0,0.0,0.001533,0.0,0.0,0.0,0.0,5.0E-6,0.0,0.0,0.026189,0.0,0.971596,6.5E-4,2.6E-5,0.0,,,
2005 NA56,,1,S,S,0.073121,0.0,0.0,8.0E-6,0.0,0.001859,0.0,0.458956,0.0,0.002406,0.0,0.0,0.463623,2.4E-5,0.0,3.0E-6,,,
2005 PH2,,1,S,S,0.0,1.2E-5,0.051171,0.0,0.0,0.025229,0.0,0.01914,0.0,0.095236,2.3E-5,0.0,0.434465,1.7E-5,0.374706,0.0,,,
2005 RC34,,1,L,L,0.0,1.0E-6,1.48E-4,0.0,0.0,9.59E-4,0.982009,0.001739,0.0,0.0,3.0E-6,0.0,0.006693,0.0,0.008449,0.0,,,
